id,name,overview,genre_ids,poster_path,vote_average
2284,Teenage Mutant Ninja Turtles,"When four pet turtles were bathed in alien ooze, they began to mutate and became the Teenage Mutant Ninja Turtles. Raised in New York City sewers by their foster father and wise sensei, Master Splinter, Leonardo, Michelangelo, Donatello, and Raphael wage war against crime. Led by Master Splinter, the four turtles learn the ancient martial art of Ninjitsu, mastering skills of stealth, weapons, and fighting. They stop evildoers in all forms, whether barbaric gangs, lowlife crooks, deranged cyborgs, or even the crime syndicate The Foot, led by their archrival, The Shredder.","[10759, 16, 10762]",/sEb6sTxyGoguCX4fK1G0hyzyLcv.jpg,7.78
3782,Naked City,"Naked City is a police drama series which aired from 1958 to 1963 on the ABC television network. It was inspired by the 1948 motion picture of the same name, and mimics its dramatic “semi-documentary” format.

In 1997, the episode “Sweet Prince of Delancey Street” was ranked #93 on TV Guide’s “100 Greatest Episodes of All Time”.","[18, 80, 10759]",/56pxzIXS9dEwtUHsQc4ggDMkSX2.jpg,5.5
57129,71° North - Norways Toughest Celebrity,,"[10759, 10764]",/41TSsrTUGdGyGVGnYfWCHgLFcep.jpg,6.0
207332,SAKAMOTO DAYS,"Once the greatest hitman of all, Taro Sakamoto retired in the name of love. But when his past catches up, he must fight to protect his beloved family.","[16, 35, 10759]",/wRpCqsJFyKNuh5FMegNPrhzp2NF.jpg,8.1
604,Teen Titans,"Fighting for truth, justice and the last slice of pizza, these five superheroes are living proof you're never too young to save the planet. Protecting Earth and beyond, the Teen Titans use martial arts and gadgetry to battle villains.","[16, 10759, 10765]",/7DCq6XbJx5WGKPvSMBxYK9uJQWQ.jpg,8.333
14511,WordGirl,"WordGirl is an American children’s animated television series for children aged 9 –12, produced by the Soup2Nuts animation unit of Scholastic Entertainment for PBS Kids. The show began as a series of shorts that premiered on PBS Kids Go! on November 10, 2006, usually shown at the end of Maya & Miguel; the segment was then spun off into a new thirty-minute episodic series that premiered on September 3, 2007 on most Public Broadcasting Service member stations. This animated show is aimed at children six to twelve years old, but viewers older than this demographic have been reported as well. It is designed to teach about the expansive English language and its vocabulary. All four seasons each have twenty-six episodes. The show is also seen on some educational networks in Canada, including Knowledge in British Columbia and TVOntario, as well as Discovery Kids in Latin America. The program is also syndicated internationally in places such as Australia and Italy.","[16, 10759, 10762, 10751]",/q4zApVkqZQtjO2VBFGR48DWg3lK.jpg,6.9
204832,MASHLE: MAGIC AND MUSCLES,"In the magic realm, magic is everything—everyone can use it, and one’s social status is determined by their skill level. Deep in the forest, oblivious to the ways of the world, lives Mash. Thanks to his daily training, he’s become a fitness god, but he harbors a secret that could turn his life upside down—he can’t use magic! When he’s found out, rather than his life being over, he’s unexpectedly enrolled in magic school, where he must beat the competition!","[16, 35, 10759, 10765]",/yORTvQOQTZzZ9JRIpRH4QaIaQBm.jpg,8.346
132791,SUPERKID,"Mitsuo encountered Superman, an alien who is a part of a federation that tries to maintain peace in the galaxy. He then received a helmet (that also serves as a mask) that gives superhuman strength, a cape that enables the wearer to fly, and a badge that allows him to breathe underwater and communicate with his fellow comrades whom he met soon after he utilized these gifts. Superman made it clear to all Permans that their identity must be kept a secret or their brain will be destroyed should it ever be revealed and they are given a special doppelganger robot that can replace them while they are away to achieve this feat, although it is not entirely foolproof nor is it free from potential problems. These equipments then allowed them to be young Permans who try to maintain peace and help the people who are in need.","[16, 10759, 10765, 35, 10751, 10762]",/lCGbsqKiOvRICllC4AgZ67zjrSL.jpg,9.0
3114,Silk Stalkings,"Silk Stalkings is a crime drama television series.  The series portrays the daily lives of two detectives who solve sexually-based crimes of passion among the ultra-rich of Palm Beach, Florida.","[80, 18, 10759]",/mzJDp1iZmhxlSCBBicWsiYcZGv.jpg,6.013
38693,Ninjago: Masters of Spinjitzu,"When the fate of their world, Ninjago, is challenged by great threats, it's up to the ninja: Kai, Jay, Cole, Zane, Lloyd and Nya to save the world.","[16, 10759, 10765, 35]",/fqb9X4th2p2voefRLqdv1xoZQmC.jpg,7.9
57911,Doraemon,Doraemon is an anime TV series created by Fujiko F. Fujio and based on the manga series of the same name. This anime is the much more successful successor of the 1973 anime.,"[10759, 16, 35, 10765, 10762, 10751]",/7QKuHQnj9x0R3damh4FjqQ5pwpc.jpg,7.7
97617,The Misfit of Demon King Academy,"Anos Voldigord was a tyrannical Demon King that eradicated humans, spirits, and even the gods, but became bored of eternal warfare and reincarnated with dreams of a peaceful world. However, what awaited him in reincarnation after 2000 years were descendants who became too weak after being accustomed to peace, and all sorts of magic that deteriorated to the extreme. Anos enters Demon King Academy that gathers and educates those who are viewed as the reincarnation of the Demon King, but the academy could not see through his true powers and ends up branding him as a misfit.","[16, 10759, 10765]",/xBNR7V4s5b0qQfRCiyEvIC5PS6v.jpg,8.479
10929,The Wild Wild West,"The Wild Wild West is an American television series. Developed at a time when the television western was losing ground to the spy genre, this show was conceived by its creator, Michael Garrison, as ""James Bond on horseback."" Set during the administration of President Ulysses Grant, the series followed Secret Service agents James West and Artemus Gordon as they solved crimes, protected the President, and foiled the plans of megalomaniacal villains to take over all or part of the United States.

The show also featured a number of fantasy elements, such as the technologically advanced devices used by the agents and their adversaries. The combination of the Victorian era time-frame and the use of Verne-esque style technology have inspired some to give the show credit for the origins of the steam punk subculture.","[10759, 35, 18, 37, 10765]",/4LSZNCSxDodwCP8EsKRTgMDUKY4.jpg,7.6
2418,The Venture Bros.,"Hank and Dean Venture, with their father Doctor Venture and faithful bodyguard Brock Samson, go on wild adventures facing megalomaniacs, zombies, and suspicious ninjas, all for the glory of adventure. Or something like that.","[16, 35, 10759, 10765]",/8FWODo6XwPXCoynqiqXf7x3eftC.jpg,7.8
31628,Pair of Kings,"Brady and Boomer, 16-year-old fraternal twins, are typical teens being raised by relatives  in Chicago.  But when the Royal Secretary to the Throne of the Island of Kinkou, arrives to inform the boys of their lineage, their lives change drastically.  Now, Brady and Boomer must relocate and claim the throne as joint Kings of the island.","[10759, 35, 10765, 10751]",/k8OQOO5DWtBTgTtc1xoXxYSCy5O.jpg,7.954
93405,Squid Game,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits — with deadly high stakes.","[10759, 9648, 18]",/1QdXdRYfktUSONkl1oD5gc6Be0s.jpg,7.862
68170,Wolf Boy Ken,,"[16, 10759, 10762]",/k3OiwGMSDF4OvQpTeBWf0mXguOb.jpg,0.0
45937,Streets of Broken Lights,"Russian detectives unwind the ball of the most intricate and cruel crimes. They are consummate professionals, the best cops in town. Even on the most dangerous missions, this quartet never loses their sense of humor. It is it that helps them find the most incredible ways out of any situation. They uphold the law and emerge victorious.","[9648, 10759, 35, 18]",/szNH2weSSwKndvpD06qGcp06Bb8.jpg,6.4
63322,Superb Song of the Valkyries: Symphogear,"During a concert by idol group Zwei Wing, an alien force known as the Noise attack the stage. Group members Tsubasa Kazanari and Kanade Amou suppress the attack using their Symphogear armor, but despite their best efforts, innocent bystander Hibiki Tachibana is fatally injured. Distraught and much to Tsubasa's dismay, Kanade sacrifices herself in the process to save Hibiki.

Two years later, Hibiki lives on. Tsubasa now fights alone. With the threat of the Noise increasing, Hibiki finds herself encountering the Noise once again but this time she is granted a chance to become attuned with the same Symphogear that Kanade wielded.","[16, 10765, 10759, 18]",/g0jsgViN4aBybkgTmr4XgZHluxX.jpg,7.1
46392,Duel Masters,"A mysterious organization is interested in fledging duelist Shobu Kirifuda's ability to bring Duel Master creatures to life. With the support of his friends, Shobu duels with passion, discipline, and heart as he strives to be like his father and become the next Kaijudo master.","[10759, 16, 10765, 10762]",/t5ijeKzOukACRktUfbjuMIlqwfr.jpg,5.8
4194,Star Wars: The Clone Wars,"Yoda, Obi-Wan Kenobi, Anakin Skywalker, Mace Windu and other Jedi Knights lead the Grand Army of the Republic against the droid army of the Separatists.","[10759, 10765, 16]",/e1nWfnnCVqxS2LeTO3dwGyAsG2V.jpg,8.461
6550,Wiseguy,"Vinnie Terranova does time in a New Jersey penitentiary to set up his undercover role as an agent for the OCB (Organized Crime Bureau) of the United States. His roots in a traditional Italian city neighborhood form the underlying dramatic base throughout the series, bringing him into conflict with his conservative mother and other family members while acting undercover as syndicate enforcer.","[80, 18, 10759]",/pDKRxvfp5vB3FrHZ0g3oHvnHQKG.jpg,6.5
1654,The Sentinel,"The Sentinel is a Canadian-produced television series.  In the jungles of peru, the fight for survival heightened his senses. Now, Detective Jim Ellison is a sentinel in the fight for justice. Anthropologist Blair Sandburg works side by side with Jim, helping him develop these senses.","[18, 80, 10759]",/cj1moyLJKpmvR0fR9AqsZuXYxAm.jpg,7.1
1271,Hardcastle and McCormick,"Hardcastle and McCormick is an American action/drama television series from Stephen J. Cannell Productions, shown on ABC from 1983 through 1986. The series stars Brian Keith as Judge Milton C. Hardcastle and Daniel Hugh Kelly as ex-con and race car driver Mark ""Skid"" McCormick. The series premise was somewhat recycled from a previous Cannell series, Tenspeed and Brown Shoe.","[10759, 18, 80]",/d3ZWBPAlcmYwvA183aI5z1mosv7.jpg,6.4
474,Nash Bridges,Fun-loving San Francisco Police Department investigator Nash Bridges is part of the elite Special Investigations Unit. He tackles crime using his keen sense of humor and charm. Joe Dominguez comes out of retirement to become Bridges' wisecracking yet more rule-abiding partner.,"[10759, 18]",/hJeHSCFoxWN2Pt2lg56CKOi9g87.jpg,6.6
11285,The Mysterious Cities of Gold,The adventures of a young Spanish boy named Esteban who joins a voyage to the New World in search of the lost Cities of Gold and his father.,"[10762, 16, 10759, 10765]",/teITE9N4ZlciNSkigrI0RvtWZs.jpg,7.7
38112,The Qwaser of Stigmata,"When Mafuyu Oribe and her adopted sister Tomo rescue a strange wounded man, they have no idea what they’re getting involved with or what the consequences will be. Alexander Nikolaevith Hell is an Iron Qwaser, one of many opposing factions of super-warriors.","[16, 10759, 10765, 35]",/zAdiOfxntBDbY3GSr17Q8vUQxE6.jpg,7.9
69084,Monster Strike,"Ren Homura returns to his former residence, yet he feels very uncomfortable: he possesses no memory of having lived there. Without warning or his permission, a game called ""Monster Strike"" installs itself into Ren's smartphone; monsters of the game then literally fly out from his smartphone and start fighting on streets. Watching the fighting in amazement, Ren starts picking up his lost memories.","[10759, 16, 10765]",/heb6tJGPgOnjzwdC7cUZVbYRGd4.jpg,4.9
4413,ChalkZone,"When anything is erased from a chalkboard, it’s not really gone – it just enters a realm called the Chalkzone. And fifth grader Rudy Tabootie found a way to go there! With a piece of “White Lightning” chalk, he can enter the Chalkzone any time he likes. In the Chalkzone, Rudy befriends Snap, a bold superhero Rudy drew years ago. But Rudy soon discovers not every doodle is friendly.","[16, 10759, 10762, 35]",/xN4ytAAO39XPBOabAuQsZcWoBJu.jpg,7.195
62290,Thunderbirds Are Go!,"Remake of the hit 1960s television show. In the 21st century, Jeff Tracy, a former astronaut, amasses a colossal fortune and decides that he must use it to benefit others. His answer to this desire is to create International Rescue, a unique private emergency response service equipped with customized designed vehicles and equipment that enable the organization to react to any crisis whether it be in sea, air, land, or space. Jeff's five sons volunteer to operate as the pilots and field agents, as well ""Brain"" who acts as the teams engineer. In addition, Jeff's friend, Kyrano and his daughter Tanusha aka Kayo (based on the original series Tin-Tin character) agree to be the support staff. In addition to the field team, IR also maintains an intelligence network with Lady Penelope and her ex-con chauffeur, Parker as the chief agents in this arm.","[10751, 10759, 16]",/mBg8HsWI9powZJzhYJa1VLTFANU.jpg,6.3
2309,Danny Phantom,"Danny Fenton was once your typical kid until he accidentally blew up his parents' laboratory and became ghost-hunting superhero Danny Phantom. Now half-ghost, Danny's picked up paranormal powers, but only his sister, Jazz, and best friends, Samantha and Tucker, know his secret. Danny's busy fighting ghosts, saving Casper High and hiding his new identity all while trying to graduate.","[10759, 16, 35, 10765]",/pBUOFBmZLaIxzjDjQP7d3QZrd4w.jpg,8.328
34660,Saiyuki,"Many years ago, humans and demons lived in harmony. But that unity  ended when demons started attacking humans and plotted a mission to  unleash Gyumao - an evil demon imprisoned for thousands of years. Now,  Genjo Sanzo, a rogue priest, must team up with three demons - Sha Gojyo,  Son Goku, and Cho Hakkai - and embark on a perilous journey to the west  to stop these demons from resurrecting Gyumao and restore the balance  between humans and demons on Earth.","[16, 10759, 18, 35]",/uqDMVgniixmCiWg0qgJEo9iwJZW.jpg,7.1
62486,Penn Zero: Part-Time Hero,Penn Zero is not your average kid - every day he's zapped into another dimension with his friends to save the world.,"[10765, 10759, 16, 35, 10751]",/cCk9Lf8SL4yQqNsphC34NL7rCtL.jpg,6.9
43232,Kyo Kara Maoh!,"Shibuya Yuuri, an ordinary high school boy got flushed in a toilet and he saw himself in another world. He was then declared as the 27th maou or the demon king of the Demon world by Gunter von Christ and Konrad Weller . When Yuuri now travels back to his new home (the castle), he meet up with Konrad's brothers. Wolfram von Biefield became Yuuri's fiancee when Yuuri slapped him for defending his mother's name. As a result, as the aristocrats tradition to propose a marriage, is by slapping one's left or right cheek with the back of your hand. By the time that Wolfram throw the knive and Yuuri picked it up, it means a battle between them. in their fight, Yuuri dodged Wolfram's majutsu and it hitted the girl just beside His Majesty. Yuuri got angry and turned into Maou, and punished Wolfram using his water majutsu. Yuuri fainted and when he came to senses after 3 days of sleeping, he did not remember anything that happened including using his powers.","[16, 35, 10759]",/2ez4tj98hlSN7QUcneW7NCsOpNo.jpg,6.6
32868,Nikita,"Nikita will stop at nothing to expose and destroy Division, the secret U.S. agency who trained her as a spy and assassin.","[18, 10759]",/gDRqn0TbrXruj6MfWvfcUFiXvA.jpg,7.2
36210,Blue Dragon,"A terrible and mysterious enemy attacks the small village of Shu and his friend Kluke. The great warrior Zola, followed by Jiro, will help them discover the ability to evoke shadows.","[16, 10759, 10765]",/kz1WUNjTUnjQCYvvpn4Jx0ZV22A.jpg,8.1
34158,Magic Knight Rayearth,"Three young girls, Hikaru, Umi, and Fuu, are transported to a magical world called Cephiro during a field trip to Tokyo Tower. They are soon greeted by Master Mage Clef, who explains to them that they have been summoned to become the Legendary Magic Knights and save Cephiro. The girls are less than enthusiastic about this idea, and only want to return home. Clef further explains that they must seek out the three Rune Gods to help them fight. He bestows armor and magical powers to each of them. They learn from Clef that High Priest Zagato has kidnapped the Pillar of Cephiro, Princess Emeraude. The Pillar of Cephiro has the sole responsibility of keeping Cephiro alive and in balance with her prayers. Without Princess Emeraude, Cephiro would fall into ruin. Hikaru, Umi, and Fuu must fight off Zagato's henchman and find the Rune Gods if they ever want to get back home. They soon learn that friendship and loyalty are the only things they can rely on in the crumbling Cephiro.","[16, 10765, 10759, 18, 35]",/pm3hODqtNDLqucDVvakky8FrhMx.jpg,8.5
15450,Basta't Kasama Kita,"Basta't Kasama Kita was an ABS-CBN primetime series starring Robin Padilla and Judy Ann Santos. The show also aired worldwide on ABS-CBN's The Filipino Channel and on a two-week delay on the International Channel in the United States.

The TV series re-aired on the defunct Pinoy Central TV in 2005-2006 and in 2010-2011 it re-aired on Kapamilya Channel, an affiliate of ABS-CBN's The Filipino Channel","[10759, 9648, 18, 35]",,0.0
4604,Smallville,The origins of the world’s greatest hero–from Krypton refugee Kal-el’s arrival on Earth through his tumultuous teen years to Clark Kent’s final steps toward embracing his destiny as the Man of Steel.,"[10765, 10759, 18]",/dc9a9n4g9Ibs485t5eBtyNG0mcr.jpg,8.2
668,X-Men: Evolution,"Teenagers Cyclops, Jean Grey, Rogue, Nightcrawler, Shadowcat, and Spike fight for a world that fears and hates them.","[10762, 16, 10765, 10759, 18]",/At5aZIKkN8zHTAXOnQR9D3b7usW.jpg,7.916
43032,You're Under Arrest!,Tokyo Highway Patrolwomen Natsumi and Miyuki get off to a bad start when Miyuki busts Natsumi for reckless moped driving on her way to work. Things get worse when they find out they're going to be partners!,"[16, 10759, 35]",/kwakYzynPqNFiW4RBjW3hZrMkRM.jpg,7.4
79481,Fights Break Sphere,"In a land where no magic is present. A land where the strong make the rules and weak have to obey. A land filled with alluring treasures and beauty, yet also filled with unforeseen danger. Three years ago, Xiao Yan, who had shown talents none had seen in decades, suddenly lost everything. His powers, his reputation, and his promise to his mother. What sorcery has caused him to lose all of his powers? And why has his fiancee suddenly shown up?","[16, 10759, 10765]",/a9bJPlezCXF6u0siDxf7cZaSXaJ.jpg,8.7
37851,Digimon Fusion,"Digimon Fusion, known in Japan as Digimon Xros Wars and in Malaysia as Digimon Fusion Battles, is the sixth anime children television series in the Digimon franchise by Akiyoshi Hongō, produced by Toei Animation. It follows a boy named Taiki Kudō who utilizes the power of joining together Digimon in order to save the Digital World. The series was broadcast on TV Asahi and Asahi Broadcasting Corporation between July 6, 2010 and March 25, 2012, divided into three seasons, titled Xros Wars, The Evil Death Generals and the Seven Kingdoms, and The Young Hunters Who Leapt Through Time respectively.

The series has been licensed outside of Asia by Saban Brands and is internationally by MarVista Entertainment. An English-language version, produced by Saban, began airing in North America on Nickelodeon from September 7, 2013, and later on The CW's Vortexx programming block. An alternate English-language version began airing on Disney XD in Malaysia from December 8, 2012.","[16, 10759, 10765]",/4jX2k06hM9p489ML1byyBQHEKl5.jpg,8.13
485,Police Rescue,Police Rescue was an Australian television series  The series dealt with the New South Wales Police Rescue Squad based in Sydney and their work attending to various incidents from road accidents to train crashes.,"[10759, 18]",/191mvmC214GbGJjCn63Aw1QEdQ2.jpg,6.4
36629,Tegami Bachi: Letter Bee,"Gauche Suede is on his last delivery before a big promotion. In the outskirts of Yodaka, the darkest area of Amberground, Gauche is surprised to find that the package is a young boy named Lag Seeing. Lag had been traumatized by his mother's abduction and is due to be delivered to his aunt. In this remote area rife with Gaichuu, Lag and Gauche face a dangerous journey that inspires Lag to become a Letter Bee.","[16, 10765, 10759]",/lvt6QnxXExnQ0yC3kvqUVFHSTDe.jpg,6.3
4607,Lost,"Stripped of everything, the survivors of a horrific plane crash  must work together to stay alive. But the island holds many secrets.","[9648, 10759, 18]",/og6S0aTZU6YUJAbqxeKjCa3kY1E.jpg,7.9
91555,All Elite Wrestling: Dynamite,A world-class roster of diverse male and female wrestlers give fans a new wrestling experience for the first time in 20 years.,"[10759, 18]",/uWDWGGjl7IcjPbnqcdSJfqgMxUg.jpg,8.0
95603,Kuruluş Osman,"The life of Osman Bey, the son of Ertugrul Gazi and the founder of the Ottoman Empire.","[10768, 10759, 18]",/tu4BWsGFHcYDWulZwHxylA91vo0.jpg,8.0
103386,Uchu Sentai Kyuranger,"All across the universe, the Jark Matter empire has conquered everything they see. Meanwhile, the insurgent force called ""Rebellion"" is established and gathers nine ultimate saviors from across the galaxy who are chosen by the Kyu Globes, magical spheres with the power of the constellations.","[10759, 10765, 35, 10762]",/8iytWcML0eVeuTbw4ckLf1cHb38.jpg,7.7
76806,Tales of Demons and Gods,"In his past life, although too weak to protect his home when it counted, out of grave determination Nie Li became the strongest Demon Spiritist and stood at the pinnacle of the martial world. However, he lost his life during the battle with the Sage Emperor and six deity-ranked beasts. His soul was then brought back to when he was still 13 years old. Although he's the weakest in his class with the lowest talent, having only a red soul realm and a weak one at that, with the aid of the vast knowledge which he accumulated from his previous life, he decided to train faster than anyone could expect. He also decided to help those who died nobly in his previous life to train faster as well. He aims to protect the city from the coming future of being devastated by demon beasts and the previous fate of ending up destroyed. He aims to protect his lover, friends, family and fellow citizens who died in the beast assault or its aftermath.","[16, 10759, 10765]",/uKR9Oy3vss395dnXkCAq4bipsLe.jpg,8.3
95,Buffy the Vampire Slayer,"Into every generation a slayer is born: one girl in all the world, a chosen one. She alone will wield the strength and skill to fight the vampires, demons, and the forces of darkness; to stop the spread of their evil and the swell of their number. She is the Slayer.","[10765, 35, 18, 10759]",/y7fVZkyheCEQHDUEHwNmYENGfT2.jpg,8.1
580,Star Trek: Deep Space Nine,"At Deep Space Nine, a space station located next to a wormhole in the vicinity of the liberated planet of Bajor, Commander Sisko and crew welcome alien visitors, root out evildoers and solve all types of unexpected problems that come their way.","[10765, 10759, 18]",/vE6138ykaEXQkCSEHyuBIgfGlUZ.jpg,7.9
30188,WWE Heat,WWE Heat is a professional wrestling television program that was produced by World Wrestling Entertainment (WWE).,"[10759, 18]",/cBu92h3lAwwSn7DHqzbQQh82ag9.jpg,5.1
83062,Mocro Maffia,"Best friends Romano, Potlood and De Paus rise in the rank of the criminal world. Before they know it, they run Amsterdam's entire coke market. Because of jealousy, their relation becomes complicated and ends up hostile.","[80, 10759]",/iM6tRt7VQ6p6yqnpBkwb8zZmprC.jpg,8.3
21781,The Super Hero Squad Show,"The Super Hero Squad Show is an American cartoon series by Marvel Animation. It is based on the Marvel Super Hero Squad action figure line from Hasbro, which portray the Avengers, the X-Men, and various other characters of the Marvel Universe in a cartoonish super-deformed-style. It is also a self-aware parody of the Marvel characters, with influences taken from on the comedic Mini Marvels series of parody comic books, in that the heroes tend to find themselves in comedic situations, and have cartoonish bents in comparison to their usually serious personalities, and is an overall comedic take on the Avengers. The series' animation was produced by Film Roman and Marvel Animation.","[10759, 16, 35]",/3CdaaPZdU1Xv2c6hDaSVWhsXtuO.jpg,7.441
21732,Mobile Suit Gundam 00,"The year is 2307 A.D. Although fossil fuels have been depleted, humanity has obtained a new source of energy to replace them, in the form of a large-scale solar power generation system based on three huge orbital elevators. However, the benefits of this system are available only to a handful of major powers and their allies. In this world of never-ending conflict, a private armed organization appears, dedicated to the elimination of war through armed force. Its name is Celestial Being, and it is in possession of ""Gundam"" mobile suits.","[10759, 16, 18, 10765, 10768]",/1uEgsZ47dtBCoKLlL9edQ0QMrRF.jpg,7.6
3320,Biker Mice from Mars,"Three anthropomorphic mice motorcyclists named Throttle, Modo, and Vinnie escape a war on their home planet Mars before arriving to defend the Earth from the evil that destroyed their homeland and to one day return to Mars.","[10762, 16, 10759, 35, 10765]",/gBnbkQ7t6Ctri0A4nKDYWqIVF3f.jpg,6.3
237069,Golpe de Suerte,"""Golpe de Suerte"" tells the lives of three families from different social classes. First there are the Pérez Flores, who live in Neza and are made up of Ignacio, Julia and their children Ronaldo and Wendy. The second family is made up of Miranda Ortiz and her little son Diego; They live in the Roma neighborhood in the house of César Traven, a generous elderly antiques dealer. And finally there are Brenda Uriarte, her brother Tony, her stepmother Constanza and her stepsister Sabrina, an upper middle class family. Each of these families will experience a radical change in their lives the day they win two hundred million pesos.","[10751, 35, 18, 10766, 10759, 10765]",/pyx1RE89uOMoUBBLDc0CcBymPPM.jpg,8.8
1482,Spider-Man,The bite of a radioactive spider transforms a teen into a superhero.,"[10762, 16, 10759]",/d6mdEFwNYxF3CVSaGBgKpibpizK.jpg,7.7
80564,Banana Fish,"Nature made Ash Lynx beautiful; nurture made him a cold ruthless killer. A runaway brought up as the adopted heir and sex toy of ""Papa"" Dino Golzine, Ash, now at the rebellious age of seventeen, forsakes the kingdom held out by the devil who raised him. But the hideous secret that drove Ash's older brother mad in Iraq has suddenly fallen into Papa's insatiably ambitious hands—and it's exactly the wrong time for Eiji Okamura, a pure-hearted young photographer from Japan, to make Ash Lynx's acquaintance.","[16, 18, 10759, 9648, 80]",/gCCudTT8uPVmlPhrKeaP1eKmh91.jpg,8.6
77169,Cobra Kai,"This Karate Kid sequel series picks up 30 years after the events of the 1984 All Valley Karate Tournament and finds Johnny Lawrence on the hunt for redemption by reopening the infamous Cobra Kai karate dojo. This reignites his old rivalry with the successful Daniel LaRusso, who has been working to maintain the balance in his life without mentor Mr. Miyagi.","[10759, 18, 35]",/6GDW4EsgsXlYrL1ASb5eCHQK4er.jpg,8.214
1534,Robotboy,"Robotboy is the latest creation of the world renowned scientist Professor Moshimo. Due to fears that Robotboy would be stolen by his arch-enemy Dr. Kamikazi and his main henchman Constantine to be used to take over the world, Professor Moshimo entrusts Robotboy to 10-year-old Tommy Turnbull, his biggest fan. While being protected by Tommy and his two friends Lola and Gus, or ""G-man"" as he calls himself, Robotboy learns how to behave and act as if he were a real boy.","[16, 35, 10759, 10762, 10765, 10751]",/lACo3JKi1ipYUzRth1mZdW4tHuH.jpg,7.5
1403,Marvel's Agents of S.H.I.E.L.D.,"Agent Phil Coulson of S.H.I.E.L.D. (Strategic Homeland Intervention, Enforcement and Logistics Division) puts together a team of agents to investigate the new, the strange and the unknown around the globe, protecting the ordinary from the extraordinary.","[18, 10765, 10759]",/gHUCCMy1vvj58tzE3dZqeC9SXus.jpg,7.479
71790,S.W.A.T.,A locally born and bred S.W.A.T. lieutenant is torn between loyalty to the streets and duty to his fellow officers when he's tasked to run a highly-trained unit that's the last stop for solving crimes in Los Angeles.,"[80, 10759, 18]",/1rTEcLsnOoKXfDdGlbg0RHDvoaE.jpg,8.1
60572,Pokémon,"Join Ash accompanied by his partner Pikachu, as he travels through many regions, meets new friends and faces new challenges on his quest to become a Pokémon Master.","[16, 10759, 10765]",/rOuGm07PxBhEsK9TaGPRQVJQm1X.jpg,7.9
66562,Yo-kai Watch,"After elementary schooler Keita Amano (Nate Adams) frees a Yo-kai butler named Whisper, he is granted a special watch that allows him to see the Yo-kai causing trouble all around him.","[16, 35, 10762, 9648, 10765, 10759]",/k8EM9rl22UAGtR2YUHNHsnMWggn.jpg,6.6
80559,Puzzle & Dragons,"The story is set in modern day Japan following the growth of the protagonist Taiga Akashi, an elementary school kid who wants to be a professional gamer someday.","[10759, 16, 35, 10762, 10765, 18]",/oW9rE2Zo38eTBcCcnDl5tZijYHq.jpg,8.0
2395,The Legend of Tarzan,"The Legend of Tarzan picks up where the 1999 feature film left off, with the title character adjusting to his new role as leader of the apes following Kerchak's death, and Jane adjusting to life in the jungle. Rounding out the cast are Jane's father, Professor Archimedes Porter; Tantor, the germophobic elephant; and Terk, a wisecracking female gorilla and Tarzan's old wrestling buddy.","[10759, 16, 10762]",/w5mGLHBT59nFilSPgd5TgJnZ1ix.jpg,6.8
75219,9-1-1,"Explore the high-pressure experiences of police officers, paramedics and firefighters who are thrust into the most frightening, shocking and heart-stopping situations. These emergency responders must try to balance saving those who are at their most vulnerable with solving the problems in their own lives.","[18, 80, 10759]",/9dNWZPjFWdKo5Avr5JEEzLShLMZ.jpg,8.2
41551,Distretto di Polizia,Distretto di Polizia is an Italian television series.,"[10759, 35, 18]",/3jI0Zy5priiMGybWsiFTZZ7cidx.jpg,6.7
75911,Transformers: Energon,"The show takes place ten years after the finale of Armada, opening in an age of peace on Cybertron and Earth which is destined not to last long. Energon pits the Autobots against an array of villains: the reborn Megatron , the barely functional Unicron, and the mysterious Alpha Q and his Terrorcon minions.","[10759, 16, 10762]",/bNoznz2CDSWbarJ1NuT0m6zU2SP.jpg,6.5
62255,Seraph of the End,"In 2012, the world allegedly comes to an end at the hands of a human-made virus, ravaging the global populace and leaving only children untouched. It is at this time that vampires emerge from the recesses of the earth, likely followed by age-old horrors of the dark thought only to be myth. The vampires sweep the earth and claim it in a single violent stroke, subjugating the remnants of humanity and leading them beneath the surface to safety. This ""protection"" comes at the price of donating blood to their captors. At the age of twelve, Yūichirō and his friend and fellow orphan Mikaela plotted to escape along with the children in Hyakuya Orphanage. However, this resulted in their deaths and Mikaela sacrifices himself in order for Yūichirō to escape and be saved by members of the Moon Demon Company, an extermination unit of the Japanese Imperial Demon Army. Four years later, Yūichirō dedicates his life to destroy vampires and seek revenge against them for murdering his ""family"".","[10759, 16, 10765]",/5IlxL2PfQ8CyY4TLRru9TcU56b3.jpg,7.9
4046,Spooks,"Tense drama series about the different challenges faced by the British Security Service as they work against the clock to safeguard the nation. The title is a popular colloquialism for spies, and the series follows the work of a group of MI5 officers based at the service's Thames House headquarters, in a highly secure suite of offices known as The Grid.","[18, 10759, 80]",/5kODxCYihuM49oQWke6GfHdsRT6.jpg,7.6
3425,Ultraman,"Hayata is a member of the Science Patrol, an organization tasked with investigating bizarre anomalies. He is mortally wounded when accidently encountering an alien being from Land of Light, who grants Hayata new life as the two are merged into one. Now, whenever a threat arises that is too great for the Science Patrol to handle, Hayata activates the beta capsule and becomes the hero known as Ultraman.","[10759, 10765, 9648]",/v1WeicqIu1zuaEpVhpLx23DTGht.jpg,8.3
